originator,OML.ols,OML.sp,GML.ols,GML.sp,Competitive Suppression.ols,Competitive Suppression.sp,Direct Suppression.ols,Direct Suppression.sp,Generalized Competitive Suppression.ols,Generalized Competitive Suppression.sp,Generalized Direct Suppression.ols,Generalized Direct Suppression.sp,ROE Competitive Suppression.ols,ROE Competitive Suppression.sp,ROE Direct Suppression.ols,ROE Direct Suppression.sp
ROE Direct Suppression,-178.6322678,-168.6712107,-239.8682107,-172.0596188,-218.0536482,-209.4144058,-191.3941392,-183.1794379,-272.5434583,-209.6428794,-243.569597,-182.4294623,-180.4505432,-169.8723881,-295.6301442,-170.3939717
ROE Direct Suppression,-167.3105136,-153.4389555,-206.6517723,-157.6106086,-207.7508744,-198.6226698,-176.3250296,-165.1298041,-243.2145713,-198.2245849,-194.6735017,-162.3436475,-210.6662073,-155.7594588,-268.8253325,-156.809929
ROE Direct Suppression,-188.7514683,-153.1720598,-237.3740216,-155.4223157,-210.5957718,-200.0169186,-178.529098,-167.0213919,-235.795515,-199.6996905,-211.121375,-163.7272183,-181.9361022,-153.3386766,-177.0312133,-154.5530745
ROE Direct Suppression,-208.5404511,-162.6137751,-338.0491598,-163.5212014,-226.4496622,-203.3187432,-225.61023,-174.420574,-254.4426743,-203.9130296,-246.9178147,-169.339045,-219.4240858,-163.2340272,-214.6002363,-163.0934535
ROE Direct Suppression,-171.7408478,-168.3173194,-224.038885,-170.1390979,-232.1045019,-205.8393737,-181.5580076,-177.8577068,-279.8950107,-205.7115188,-272.2010983,-172.9078324,-200.9730306,-171.8958115,-269.4577767,-170.2951156
ROE Direct Suppression,-164.4935024,-154.9577441,-250.1425069,-159.1848116,-198.9586178,-186.1613922,-169.8683239,-165.0015508,-286.1993544,-185.8688623,-266.413911,-165.155814,-179.4776163,-156.0124706,-441.6369778,-155.7872878
ROE Direct Suppression,-182.3384746,-162.4032473,-226.1174132,-162.8160384,-210.0751484,-196.9331698,-187.8328756,-177.049745,-237.7454581,-197.7770793,-220.1738491,-170.5688634,-191.9326667,-162.4058002,-250.9885789,-163.9416131
ROE Direct Suppression,-156.634792,-147.7712776,-206.5139503,-146.9608956,-193.3758404,-190.2028168,-181.093787,-169.8578262,-238.6283429,-188.1890136,-216.7771893,-164.273203,-166.9551134,-148.4805321,-227.0150909,-148.2694543
ROE Direct Suppression,-138.9936021,-138.9647125,-197.4653379,-143.2333699,-215.1521559,-188.9789687,-166.592597,-166.1383557,-337.5204945,-187.152577,-254.5661089,-160.8664504,-164.3866621,-147.6188047,-158.1498892,-139.3859912
ROE Direct Suppression,-162.2548835,-155.4529132,-200.460862,-148.5314716,-214.443475,-209.7597648,-173.3286999,-165.8979957,-266.9042578,-206.1275567,-240.8221053,-165.548012,-164.6563313,-155.4421812,-249.0491035,-155.5738486
ROE Direct Suppression,-157.2466953,-152.12414,-248.0910757,-152.5430256,-199.7032501,-197.388751,-166.0550821,-163.5959671,-259.5192581,-198.2071254,-329.0141153,-156.9656404,-156.3111682,-151.1131422,-169.9917101,-148.7275418
ROE Direct Suppression,-152.6023268,-149.5394668,-188.7999595,-154.6072438,-233.2795897,-204.6266208,-171.2571929,-163.811362,-276.956109,-202.9209526,-209.8803206,-161.7853914,-162.0385031,-149.7905366,-157.8452011,-150.5083072
ROE Direct Suppression,-163.9935603,-159.7027209,-265.8616502,-165.2192411,-201.1095449,-191.3826831,-186.3997108,-182.9785223,-275.124629,-193.3150334,-266.7160588,-178.528221,-182.8236131,-163.9252821,-200.7144188,-160.6442377
ROE Direct Suppression,-166.4622282,-163.4487068,-209.2578323,-167.3982589,-196.1834691,-193.4812971,-177.0847245,-175.4730016,-241.3334937,-197.7143606,-216.4881106,-172.5990629,-166.1576256,-162.4956227,-233.8421642,-163.7430618
ROE Direct Suppression,-164.7634473,-160.7743566,-194.7614343,-163.8978766,-212.7244028,-199.6274068,-174.8268179,-174.7665777,-250.0757045,-199.2213981,-200.5194422,-173.3868324,-170.4175716,-161.37579,-174.4271227,-161.8436681
ROE Direct Suppression,-169.878157,-156.2298473,-216.3247885,-156.4711418,-225.5399066,-200.0869001,-182.8275349,-172.3918799,-272.1338983,-197.3687111,-206.5371047,-168.5193096,-187.0787919,-157.3198815,-298.4968013,-157.3130376
ROE Direct Suppression,-184.428579,-172.4652792,-222.1447426,-170.2494341,-225.3816495,-208.6340726,-190.6563613,-179.8926706,-252.9497112,-208.5703516,-210.6068444,-174.1256968,-226.3937706,-173.6089783,-214.7369214,-172.3587105
ROE Direct Suppression,-146.0124334,-141.6062178,-189.000434,-146.2518723,-188.8519662,-182.1441014,-170.2054789,-163.8774861,-277.2489786,-187.7828599,-213.8364299,-161.4249391,-158.0889179,-141.6889458,-289.7958538,-142.3251522
ROE Direct Suppression,-197.1543243,-184.6674321,-266.3508022,-184.0472703,-267.2673456,-218.7929342,-196.7937571,-192.2370782,-305.2732528,-218.0358125,-270.6991143,-191.4402982,-228.11402,-184.9106389,-295.6757517,-186.006187
ROE Direct Suppression,-176.6724109,-163.1352509,-205.7108044,-163.2158178,-218.8478224,-210.3649915,-174.829828,-169.4855921,-257.1312079,-208.5552878,-225.5113457,-170.0080426,-205.762115,-163.2079342,-322.5275656,-164.2547408
ROE Direct Suppression,-187.4278671,-168.1988689,-219.1291381,-172.7257244,-234.4689087,-208.9287023,-197.8063831,-180.7221841,-265.0019176,-210.0318304,-204.9411914,-179.411351,-209.5788452,-168.2206163,-234.5832113,-168.9151623
ROE Direct Suppression,-190.5637318,-167.4575503,-233.7081737,-166.7768396,-221.3369436,-209.5548768,-198.3998844,-175.9010312,-300.9985552,-209.2425987,-207.7970797,-174.8439899,-198.7279348,-167.957824,-193.9780906,-169.1287158
ROE Direct Suppression,-154.8224966,-144.9577823,-225.219505,-149.9380414,-200.9179653,-196.9036057,-168.2140509,-161.1687549,-271.622124,-199.8399195,-233.3874945,-158.9907499,-157.7144797,-146.2397154,-272.4692096,-146.2725533
ROE Direct Suppression,-163.4789414,-159.0223072,-242.5142957,-163.6240142,-211.511629,-204.8118431,-178.746679,-172.8594178,-245.1469105,-205.1891985,-228.4087995,-168.9780463,-166.3859055,-158.9452523,-198.0421142,-163.7366743
ROE Direct Suppression,-175.2039135,-166.453871,-238.9852774,-170.5441108,-224.7856297,-211.4984856,-181.7643012,-174.933265,-315.8933491,-213.758634,-244.362952,-173.7989555,-180.6767982,-166.5958498,-326.4740514,-166.7656808
ROE Direct Suppression,-166.2533434,-157.7416826,-207.6540224,-159.5209087,-198.1488926,-191.8120783,-182.4376304,-177.9354693,-233.3171695,-193.0407397,-197.4313421,-175.2121909,-168.790016,-156.5424841,-167.9596733,-158.0133776
ROE Direct Suppression,-167.9673287,-163.3820585,-291.2161124,-164.2579309,-208.426682,-199.843113,-193.8663331,-182.098162,-305.2813286,-199.6630437,-321.4557575,-178.3486758,-202.8523708,-164.2916715,-167.7589315,-163.9129218
ROE Direct Suppression,-154.2252403,-150.3114778,-225.383467,-151.6827971,-203.8657145,-197.2049018,-184.774108,-174.9575008,-225.2489309,-199.3663524,-247.5103074,-173.6530007,-167.4012581,-149.3709315,-306.1697763,-150.8638483
ROE Direct Suppression,-178.9897548,-165.8214095,-194.3836719,-168.4537101,-257.3995756,-203.3952825,-202.9327433,-183.3127013,-528.3222769,-205.6095392,-226.7272794,-179.4428551,-206.3834476,-166.0125253,-263.3442703,-166.690684
ROE Direct Suppression,-182.4861324,-177.1239258,-259.4035297,-179.8364223,-223.2092678,-210.8627902,-196.7728431,-191.167356,-269.9574582,-210.3224061,-242.7801806,-190.8463819,-201.5341237,-178.7689645,-183.098494,-176.1665828
ROE Direct Suppression,-175.0589378,-172.6213169,-217.5699187,-180.0462767,-211.1177048,-205.1932555,-197.3624582,-190.7113044,-240.7563501,-209.5250161,-217.2248227,-188.2639293,-181.8461374,-173.3959694,-345.4424165,-172.777839
ROE Direct Suppression,-163.0292844,-160.9273208,-242.8568693,-169.677666,-215.9667309,-204.3147958,-181.1914686,-180.1345636,-307.7724495,-209.0292931,-256.5741562,-180.2592362,-172.5388598,-161.6994408,-181.3287759,-163.8929413
ROE Direct Suppression,-194.6494703,-167.2828896,-284.8683256,-168.3978112,-211.8477143,-206.1096246,-215.1101383,-183.3761506,-358.4561738,-207.5148712,-241.9741331,-178.5430732,-193.280283,-167.2776154,-246.9513154,-167.5617631
ROE Direct Suppression,-154.758087,-149.2851023,-226.9113016,-148.1291192,-184.7703312,-182.5648427,-179.5148406,-175.56607,-230.3326674,-184.1505166,-194.6658048,-166.0714133,-156.7849247,-148.0992556,-307.729838,-149.3017112
ROE Direct Suppression,-196.9509951,-173.3614303,-237.2456894,-174.3670359,-208.9434885,-200.9183979,-200.9750768,-182.7926846,-250.5911755,-201.6359205,-232.7957224,-177.4570903,-208.8795138,-174.2772683,-221.2311263,-173.979507
ROE Direct Suppression,-170.3179073,-162.1237326,-224.8451282,-162.4432887,-209.2447959,-196.944461,-185.7771401,-179.2253172,-232.391077,-196.2959488,-214.9329336,-167.9985454,-186.3518909,-163.1236378,-317.4066915,-162.1999419
ROE Direct Suppression,-163.8583997,-157.4438103,-200.2267306,-157.6858376,-225.1614567,-196.1903484,-199.7602184,-176.737423,-299.3358716,-196.5874809,-220.6932353,-165.4655172,-191.2125586,-158.3152935,-213.8088551,-158.3225409
ROE Direct Suppression,-176.9153022,-173.076284,-223.1619721,-176.9649761,-209.2751271,-207.97594,-193.0709973,-186.8480427,-240.2019876,-209.8881241,-214.6951788,-184.2094575,-176.3224257,-173.5626177,-211.2911685,-173.5529515
ROE Direct Suppression,-172.6342362,-161.759247,-197.6878152,-162.3571176,-215.0079861,-204.3859411,-181.6182896,-175.2223176,-235.7159449,-202.8404,-212.6314484,-174.0229429,-171.857427,-161.9054153,-229.1138106,-160.7538479
ROE Direct Suppression,-195.755793,-175.5908687,-226.9092409,-173.4183947,-239.9813641,-209.9980873,-204.7583288,-185.6933005,-259.7707755,-205.098568,-244.9875262,-184.1739932,-227.7298956,-175.9905266,-262.8478983,-175.262008
ROE Direct Suppression,-185.551449,-175.9041229,-295.3652633,-176.0041375,-214.5284346,-211.131184,-192.3371228,-188.6236431,-241.0396534,-212.0203245,-215.2341282,-181.0442615,-190.1290628,-176.1918243,-325.2920798,-178.3557579
ROE Direct Suppression,-176.0180518,-161.5726098,-217.8490249,-167.0801226,-222.2584836,-200.5745222,-191.4306135,-183.5548139,-268.6047351,-198.7931905,-238.4167735,-182.9392247,-203.5054215,-164.2424621,-387.7752966,-162.1067274
ROE Direct Suppression,-172.5963214,-162.2304004,-213.2430335,-162.99063,-209.1476938,-189.9158147,-182.4440014,-175.9501114,-245.2397806,-190.0853177,-213.3064798,-170.5439772,-196.304335,-160.5744034,-203.4704536,-162.7583192
ROE Direct Suppression,-174.1733352,-167.699961,-212.4017779,-173.2446353,-212.2322827,-207.8061842,-187.4117004,-184.6818116,-272.3147995,-208.8942119,-213.946015,-184.5420296,-178.8556993,-168.7032848,-208.4134803,-167.8783729
ROE Direct Suppression,-182.3326726,-162.0534496,-258.4199969,-162.8252517,-209.3851516,-205.1146072,-186.4206615,-167.7763612,-255.3174069,-206.4037362,-259.376485,-162.0809073,-183.0058661,-162.0364946,-241.8900637,-161.2926834
ROE Direct Suppression,-177.8366387,-165.1689142,-235.903588,-170.8128371,-224.1362504,-206.1478006,-179.2262454,-176.7668967,-269.2424185,-206.6864506,-209.3002506,-173.0864364,-183.105658,-166.7027131,-189.4877499,-163.5037729
ROE Direct Suppression,-191.4088175,-172.8452824,-250.5132363,-175.087487,-220.4344502,-208.7530798,-220.662663,-190.4284005,-243.4714777,-209.416758,-295.7331535,-188.4479907,-201.140448,-172.9730764,-443.8012921,-173.1986276
ROE Direct Suppression,-169.4303595,-169.4064144,-216.4581008,-175.6170367,-209.0845352,-203.7078719,-189.2932933,-186.9476394,-308.629115,-205.3100004,-245.4041423,-186.2466963,-176.1865522,-167.5375676,-285.0259633,-170.8313058
ROE Direct Suppression,-178.2028959,-168.5073758,-314.9461853,-174.0797946,-214.7521324,-211.8242393,-186.7225521,-182.0683175,-272.2030833,-214.3036411,-274.3170881,-183.364908,-178.4064673,-168.8553795,-178.5724219,-168.4463523
ROE Direct Suppression,-174.687996,-171.4652249,-343.642373,-177.2667019,-218.835087,-211.8577068,-191.5794712,-188.2775312,-264.7197888,-214.7559053,-237.7952433,-192.1815469,-192.2345231,-172.8876432,-250.3379299,-172.8418863
ROE Competitive Suppression,-168.9271219,-159.243806,-207.4434283,-158.8726658,-182.6145444,-175.7500723,-203.7950505,-180.0438036,-215.0466469,-177.4530768,-217.2241479,-169.7303002,-168.1574755,-152.4238393,-348.2451152,-160.123728
ROE Competitive Suppression,-154.4352874,-156.8657079,-200.2877663,-164.1823464,-182.8606513,-181.2872161,-185.9984831,-183.3790482,-216.197945,-186.8563039,-236.8144205,-176.6045182,-161.6399728,-155.6678197,-281.6965918,-156.9639911
ROE Competitive Suppression,-203.9082991,-179.6439651,-230.6137318,-170.9832119,-184.9879549,-180.8501158,-228.8057888,-204.8336133,-253.8198112,-184.9979847,-254.9052999,-184.3070624,-216.3191857,-171.9592758,-238.6975577,-179.6253728
ROE Competitive Suppression,-162.5596896,-159.064154,-208.4584483,-153.3088831,-167.7157487,-158.006497,-201.8926653,-187.1317528,-239.3993451,-162.4358922,-250.7154751,-167.8424544,-147.9398047,-140.5434613,-253.8784166,-159.0186599
ROE Competitive Suppression,-172.7572939,-156.9331774,-236.5259835,-155.8635924,-167.4652833,-165.7956389,-197.8562119,-181.85497,-227.6727538,-170.8094762,-274.643618,-171.2061474,-163.116832,-147.0207409,-171.4697732,-157.3035806
ROE Competitive Suppression,-197.0657022,-172.2162286,-216.7925155,-173.7688257,-195.9009581,-178.6083777,-219.9982132,-193.8363329,-227.7917316,-179.6748792,-238.2113568,-183.6180134,-206.0318311,-161.0267333,-296.9492564,-172.2427751
ROE Competitive Suppression,-194.6575488,-174.322889,-240.3264712,-170.5813881,-180.2481187,-174.8291653,-213.1434306,-197.5387751,-234.8744082,-176.6520619,-336.8367576,-185.6807121,-182.1842338,-162.5369834,-276.3408469,-174.3125303
ROE Competitive Suppression,-166.8587319,-158.1665821,-224.0834333,-155.2800969,-178.3114648,-174.8480583,-196.5926257,-183.4558976,-251.3451622,-177.9003118,-244.1971793,-167.5593823,-149.330552,-147.0206082,-249.6863536,-158.185501
ROE Competitive Suppression,-185.89096,-173.4613861,-233.4126092,-165.5391919,-177.114801,-169.6559828,-198.0223839,-189.8223948,-232.0275767,-173.4017874,-246.3623755,-172.128771,-160.9679695,-149.8659606,-529.563284,-173.4296652
ROE Competitive Suppression,-174.6082578,-160.7036508,-206.1979943,-159.1475612,-181.8537011,-174.3975377,-198.7805204,-181.9116683,-218.5749072,-177.860075,-232.0933027,-168.3711823,-151.9332579,-144.2738234,-390.953413,-160.8373019
ROE Competitive Suppression,-171.3302576,-163.4847041,-200.8493721,-158.3341993,-176.3132908,-169.7490022,-187.7912446,-183.65346,-204.7929456,-173.1729423,-206.7707757,-165.9500077,-152.0707122,-148.6160034,-461.051571,-163.6040332
ROE Competitive Suppression,-177.5155494,-168.4467586,-215.9108547,-168.759268,-185.2057468,-178.3051209,-193.6694031,-189.4471189,-236.5526718,-180.4751561,-231.1609634,-179.7002462,-172.0168108,-156.4389683,-180.8318174,-168.9653225
ROE Competitive Suppression,-213.6004808,-184.3088637,-270.4612255,-181.2083988,-190.1044733,-181.5075378,-243.5634268,-203.8686899,-245.3266375,-184.5303909,-288.2763988,-190.5085691,-193.5145653,-171.6612868,-272.3241371,-184.2688306
ROE Competitive Suppression,-171.7029652,-166.0563499,-222.8926966,-165.7993614,-187.524548,-180.0863904,-201.7071348,-193.4228765,-259.1211718,-186.0211388,-227.8728697,-179.3701291,-166.1468496,-153.2287838,-461.1815823,-166.2036354
ROE Competitive Suppression,-169.7222198,-163.3344202,-237.7961749,-164.6896609,-175.84674,-167.8759779,-203.9162589,-188.6474653,-202.7089143,-170.282058,-238.4283427,-176.4780365,-189.2587313,-149.3437878,-268.6505638,-165.063987
ROE Competitive Suppression,-175.4245822,-168.630886,-196.14617,-162.9466742,-190.6130613,-185.5169977,-192.4682616,-183.242067,-221.3172395,-183.6792755,-203.8639272,-166.891655,-170.1269351,-162.7735755,-192.1225089,-169.2556492
ROE Competitive Suppression,-223.3818178,-173.865661,-324.9398287,-174.0100281,-221.4650761,-186.9032199,-232.577134,-192.8936908,-340.7986943,-188.4413337,-308.4327983,-182.7055688,-205.2300555,-172.4046012,-350.4519725,-173.8054941
ROE Competitive Suppression,-169.4157699,-160.1980393,-226.8802199,-157.3687561,-184.1005837,-169.7920206,-188.1187726,-182.1999871,-247.186952,-171.8190102,-231.0966123,-168.3797307,-204.4125415,-149.6143991,-275.9723112,-160.1361415
ROE Competitive Suppression,-160.8912853,-152.4519664,-182.9459671,-150.1409647,-176.1240667,-169.5914503,-184.6349906,-172.8636552,-232.9132609,-172.6949922,-200.8575237,-161.1471403,-149.5112178,-139.3331998,-810.9094441,-152.6000146
ROE Competitive Suppression,-179.0543862,-171.5808209,-207.5469062,-169.145617,-192.4727504,-180.7026724,-204.5041514,-190.0498401,-240.7097107,-184.3899704,-215.4349168,-176.0155463,-171.6390732,-160.2245509,-209.6883458,-171.009615
ROE Competitive Suppression,-213.6871633,-172.6501439,-256.5084068,-172.9602015,-187.6767145,-183.7781398,-215.9320434,-194.7872143,-286.748001,-190.7967589,-253.7886215,-186.5567629,-227.0645129,-158.6292349,-258.8567513,-172.7488449
ROE Competitive Suppression,-175.4635624,-159.9856966,-220.0244142,-155.5117322,-184.7881588,-173.8609518,-190.4217758,-179.1121906,-212.801072,-177.8475048,-223.7834072,-162.6074351,-175.2830581,-149.2585299,-329.3380087,-159.9661236
ROE Competitive Suppression,-170.0422884,-155.9226341,-213.9873907,-152.8415434,-173.6863933,-167.3473322,-199.639056,-179.6799642,-222.6911011,-171.7083187,-230.5050889,-167.60684,-146.6340812,-139.7466661,-170.6244028,-156.0043059
ROE Competitive Suppression,-167.2393827,-156.4344927,-246.1622166,-156.442734,-168.5362834,-164.8777783,-207.1612172,-182.0704549,-317.2969414,-166.8665285,-248.3343206,-170.4945694,-153.2384498,-142.0576784,-205.2911044,-156.7099434
ROE Competitive Suppression,-165.6049666,-159.3799242,-240.8905036,-154.7241701,-187.6900539,-165.9831392,-186.9813343,-179.0231943,-255.4811485,-168.0747915,-196.4277377,-163.9718411,-165.8774256,-145.3074405,-392.4017284,-159.360769
ROE Competitive Suppression,-172.771379,-154.9088761,-216.8088249,-146.954277,-164.8880152,-157.8745302,-205.2930463,-180.9376734,-195.4550558,-162.4789179,-238.901389,-158.3498776,-155.977953,-136.5380583,-454.9678125,-154.900722
ROE Competitive Suppression,-190.6093161,-172.7196292,-225.427386,-172.6692412,-179.5844523,-174.6160024,-208.7768153,-192.1744868,-271.4964622,-182.5697803,-257.7404857,-181.4417858,-179.9471649,-162.0028573,-232.2547653,-172.7185346
ROE Competitive Suppression,-181.8723529,-162.6455543,-210.5315295,-158.1988615,-196.1413308,-176.7219559,-209.7558139,-191.7236897,-235.7927139,-179.5002683,-238.4263245,-174.8931769,-184.7857162,-152.5561524,-207.9290507,-162.6326207
ROE Competitive Suppression,-197.2101481,-176.1430944,-220.526779,-171.7582629,-203.1339288,-180.5631938,-196.8150272,-191.1764096,-228.4902943,-181.4359535,-221.5060377,-180.1042253,-197.9175624,-167.2833682,-394.6446693,-176.0939733
ROE Competitive Suppression,-196.3866065,-172.5097134,-241.3613269,-168.6891393,-174.735197,-166.9976436,-223.482761,-199.9457922,-246.0191764,-170.2383659,-252.3887689,-183.9017567,-155.4771278,-147.3844268,-202.8987389,-172.4944518
ROE Competitive Suppression,-183.7492994,-170.848212,-229.8801184,-171.398132,-187.1136791,-182.5424234,-199.9432442,-185.6209448,-232.5971418,-187.8547606,-247.035347,-179.5875226,-164.4520611,-157.9943567,-239.2447634,-170.5826059
ROE Competitive Suppression,-175.8871201,-166.6724853,-207.6177364,-165.9171765,-188.8185918,-171.1544999,-201.465623,-190.4576608,-229.5536807,-171.2477829,-230.3705094,-182.2671107,-182.4177353,-156.7025773,-180.4652165,-166.6725479
ROE Competitive Suppression,-196.1444106,-177.09699,-286.175519,-174.1924861,-174.1298421,-170.3752097,-227.1516011,-200.4752333,-216.3911757,-176.7928226,-268.2817478,-185.330752,-178.7183213,-160.5336012,-285.7440098,-177.090891
ROE Competitive Suppression,-190.5112272,-173.2580007,-236.8140059,-168.9293022,-193.9779978,-183.5885094,-211.9669014,-193.2782349,-248.0844557,-184.0367014,-242.8040117,-178.9495753,-183.6470953,-168.9588917,-191.3178555,-173.238009
ROE Competitive Suppression,-182.9923007,-173.8177741,-193.078259,-166.0615678,-185.0487531,-176.352724,-193.2241466,-188.7445109,-214.5095118,-178.6045671,-239.0195514,-170.89818,-169.2506355,-159.4644081,-207.857641,-173.8106438
ROE Competitive Suppression,-183.2939858,-163.8698884,-217.6180559,-165.6971877,-182.3035443,-173.7206845,-210.1335134,-191.4333781,-238.3367374,-181.5150796,-233.3786674,-179.7154614,-183.3292425,-155.7863216,-275.0515813,-163.8852006
ROE Competitive Suppression,-175.2006289,-170.23897,-336.0873504,-168.7466013,-176.9882013,-172.1534892,-197.4875107,-191.1767403,-234.6128869,-178.2726581,-342.7821413,-179.5834961,-162.8835445,-154.88263,-193.0290277,-170.2708945
ROE Competitive Suppression,-167.4343088,-159.3400322,-197.2871613,-158.9113563,-177.5334987,-172.4423968,-207.0100739,-194.0677453,-214.3484766,-177.4597938,-227.9318304,-178.7563537,-163.7706255,-144.7783055,-269.6671522,-159.6778525
ROE Competitive Suppression,-190.0575787,-180.8618113,-292.3440314,-180.0784616,-186.429381,-179.4039494,-214.4356294,-203.3557128,-236.4025552,-185.8063609,-283.50167,-193.4043721,-184.0254095,-166.7261458,-226.0916936,-180.8443459
ROE Competitive Suppression,-186.9960066,-159.925121,-230.0535645,-152.0619927,-163.5029631,-154.9983208,-203.9349528,-184.5809985,-224.0281966,-156.9867768,-212.162865,-165.4455655,-155.3189462,-135.1078808,-593.3887254,-159.9097243
ROE Competitive Suppression,-190.4634443,-171.4008856,-230.8307367,-167.1160928,-171.7211136,-165.0352606,-214.297543,-193.6934851,-258.7753807,-164.3621502,-255.7670881,-178.5065537,-177.9308784,-152.3164517,-316.583093,-171.3924301
ROE Competitive Suppression,-180.2625208,-170.2819126,-204.7373884,-166.1240949,-184.45257,-171.8992039,-195.7409153,-189.1224683,-209.360267,-173.2302426,-203.2805924,-174.5420104,-181.0412207,-157.5376167,-402.7972991,-170.2772606
ROE Competitive Suppression,-164.435189,-153.5749725,-218.3004884,-154.1907764,-176.305344,-168.9868148,-188.2215119,-180.0525635,-233.7993832,-172.5187736,-297.8773737,-171.3807571,-164.1198932,-143.2455385,-169.263912,-154.437543
ROE Competitive Suppression,-173.7521353,-167.3472524,-224.6599605,-160.6006466,-178.7918847,-173.0939061,-205.8507115,-195.2040646,-239.1973895,-177.5014276,-246.4208805,-175.5891155,-146.0313386,-144.0818785,-238.9211159,-167.3157482
ROE Competitive Suppression,-206.6671044,-167.6934013,-294.7615313,-167.042166,-200.8542172,-184.4497985,-239.2764787,-190.0317478,-281.930375,-191.8148178,-296.1418108,-180.0300788,-199.2681437,-164.153016,-263.3570292,-167.6731878
ROE Competitive Suppression,-172.5657409,-162.7302763,-223.2681029,-162.6781628,-179.2755871,-171.8235565,-203.6864374,-187.0762794,-218.0480049,-170.0555455,-250.0854104,-178.0754932,-183.7411708,-146.9464464,-262.1269785,-162.7223759
ROE Competitive Suppression,-174.1315916,-171.4590723,-206.862736,-175.0270563,-186.044813,-182.4697557,-200.5431769,-195.2136605,-237.2607799,-189.8766282,-220.5525589,-186.0024848,-166.1048277,-161.9826661,-178.8893284,-171.6363374
ROE Competitive Suppression,-162.1279715,-161.8543234,-191.9029946,-166.1063732,-185.6407269,-181.4046828,-190.2052872,-187.0686229,-218.9418804,-188.1333823,-205.7982932,-180.2360312,-152.2015635,-153.7302501,-218.5471112,-161.9988787
ROE Competitive Suppression,-171.7108613,-165.1681503,-205.398249,-166.9113237,-184.7732392,-180.2149408,-190.4531875,-183.8299716,-234.99854,-185.0475504,-214.803293,-179.5921843,-162.6312662,-153.6312484,-182.8906611,-165.0467572
ROE Competitive Suppression,-173.14204,-171.5100612,-231.4517214,-174.434229,-174.3330134,-168.4132365,-208.4404983,-194.9722415,-268.9686093,-174.8295006,-247.9417055,-186.3926318,-158.7207813,-151.0090292,-371.8512718,-171.6342642
ROE Competitive Suppression,-179.8996063,-160.4229359,-208.9770999,-161.3371809,-189.9571958,-179.1744401,-200.1789847,-178.1097562,-224.4541955,-180.2866004,-221.6643473,-171.1749168,-167.2617305,-152.6656244,-296.0557063,-160.7059946
ROE Competitive Suppression,-190.3303829,-163.8898548,-208.3078808,-162.0838244,-173.7537355,-169.9199895,-203.7919077,-187.1166336,-215.0307073,-174.5586309,-222.9108597,-174.3494161,-215.8537986,-149.1570512,-350.7998848,-163.9176365
